PLAYER_NAME,Team,Class,Height,Position,PLAYER_ID,TEAM_NAME,GAMES,MINUTES_PLAYED,FIELD_GOALS_MADE,FIELD_GOAL_ATTEMPTS,FIELD_GOAL_PERCENTAGE,THREE_POINTS_MADE,THREE_POINT_ATTEMPTS,THREE_POINT_PERCENTAGE,FREE_THROWS_MADE,FREE_THROW_ATTEMPTS,FREE_THROW_PERCENTAGE,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,TOTAL_REBOUNDS,ASSISTS,TURNOVERS,STEALS,BLOCKS,FOULS,POINTS
Emilia Tenbrock, McNeese (Southland),Junior,72,Guard,ncaaw.p.113115,Coastal Car.,31,972,150,351,42.7,44,104,42.3,110,125,88,35,92,127,48,47,44,13,62,454
Grace VanSlooten, Oregon (Pac-12),Sophomore,75,Forward,ncaaw.p.70940,Michigan St.,31,1090,176,444,39.6,2,29,6.9,110,166,66.3,64,157,221,81,80,35,21,42,464
Arin Freeman, Coastal Carolina (Sun Belt),Junior,67,Guard,ncaaw.p.67522,Ill. Chicago,33,1052,164,411,39.9,7,19,36.8,109,163,66.9,66,102,168,99,132,53,2,102,444
Liz Smith, Pacific (WCC),Senior,69,Guard,ncaaw.p.65047,Pacific,25,873,87,240,36.3,28,108,25.9,104,123,84.6,9,76,85,80,82,34,9,58,306
Cheyenne Stubbs, Utah St. (Mountain West),Junior,65,Guard,ncaaw.p.67417,Utah St.,29,961,151,392,38.5,56,164,34.1,103,138,74.6,15,101,116,55,88,48,2,39,461
Anna Deets, Western Ill. (OVC),Senior,69,Guard,ncaaw.p.64941,Western Ill.,29,838,109,275,39.6,61,182,33.5,108,127,85,22,105,127,39,53,25,2,62,387
Ja'Niah Henson, Texas St. (Sun Belt),Senior,63,Guard,ncaaw.p.61712,Texas St.,32,984,143,378,37.8,77,201,38.3,108,116,93.1,10,67,77,52,62,36,3,30,471
Molly Kaiser, New Mexico St. (CUSA),Senior,68,Guard,ncaaw.p.65328,N. Mex. St.,29,987,155,393,39.4,24,68,35.3,91,104,87.5,19,44,63,48,70,27,4,72,425
Kynidi Mason Striverson, Evansville (MVC),Sophomore,68,Guard,ncaaw.p.70675,Evansville,31,1069,115,379,30.3,28,96,29.2,103,137,75.2,16,65,81,119,111,26,0,73,361
Jasmine Shavers, Texas Tech (Big 12),Sophomore,69,Guard,ncaaw.p.66867,Texas Tech,33,943,173,431,40.1,55,164,33.5,107,128,83.6,37,135,172,50,80,43,0,51,508
Kacee Baumhower, Wright St. (Horizon),Junior,69,Guard,ncaaw.p.67542,Milwaukee,32,1036,124,329,37.7,46,154,29.9,104,123,84.6,9,99,108,86,109,40,2,55,398
Emani Jefferson, FGCU (ASUN),Junior,66,Guard,ncaaw.p.65050,Fla Gulf Coast,22,576,126,226,55.8,12,47,25.5,97,119,81.5,53,68,121,81,61,45,15,56,361
Aaliyah Alexander, Eastern Wash. (Big Sky),Sophomore,68,Guard,ncaaw.p.64515,UNLV,31,910,163,384,42.4,42,111,37.8,97,124,78.2,43,102,145,43,61,25,3,61,465
Brooklyn Gray, Saint Louis (Atlantic 10),Sophomore,71,Guard,ncaaw.p.112448,Saint Louis,31,846,117,267,43.8,23,72,31.9,95,113,84.1,25,60,85,38,72,30,3,80,352
Prencis Harden, Kennesaw St. (ASUN),Junior,71,Forward,ncaaw.p.66768,Kennesaw St.,28,804,146,337,43.3,0,3,0,104,133,78.2,77,140,217,34,66,39,16,90,396
Daryn Hickok, Weber St. (Big Sky),Senior,70,Forward,ncaaw.p.61152,Weber St.,32,875,135,371,36.4,21,76,27.6,102,141,72.3,43,110,153,40,100,44,4,97,393
Moulayna Johnson Sidi Baba, UC Irvine (Big West),Senior,73,Guard,ncaaw.p.60352,UC Irvine,24,518,95,219,43.4,4,22,18.2,80,115,69.6,42,118,160,22,42,20,4,25,274
Ryann Payne, Prairie View (SWAC),Senior,67,Guard,ncaaw.p.56796,Prairie View A&M,24,713,137,326,42,19,66,28.8,88,103,85.4,30,45,75,60,66,54,3,35,381
Dontavia Waggoner, Boston College (ACC),Senior,72,Guard,ncaaw.p.65147,Boston Coll.,33,942,160,360,44.4,1,4,25,104,173,60.1,111,90,201,51,68,98,11,104,425
Abby Conklin, FDU (NEC),Senior,67,Guard,ncaaw.p.64681,FDU,29,1082,99,262,37.8,73,197,37.1,24,33,72.7,16,96,112,80,44,22,4,46,295
Courtney Whitson, Middle Tenn. (CUSA),Senior,72,Forward,ncaaw.p.61237,Middle Tenn. St.,30,1121,100,267,37.5,65,206,31.6,16,22,72.7,54,142,196,70,54,31,6,70,281
Jalynn Gregory, Middle Tenn. (CUSA),Junior,68,Guard,ncaaw.p.67645,Middle Tenn. St.,30,1075,104,296,35.1,82,227,36.1,81,90,90,12,83,95,87,47,53,6,70,371
Madison Griggs, Memphis (AAC),Senior,69,Guard,ncaaw.p.60623,Memphis,29,1073,173,471,36.7,88,242,36.4,54,69,78.3,9,83,92,58,86,54,6,46,488
Taliah Scott, Arkansas (SEC),Freshman,69,Guard,ncaaw.p.112099,Auburn,20,730,151,371,40.7,52,176,29.5,88,105,83.8,8,57,65,29,68,12,2,39,442
Chance Gray, Oregon (Pac-12),Sophomore,69,Guard,ncaaw.p.70938,Ohio St.,31,1130,149,430,34.7,59,175,33.7,73,90,81.1,8,83,91,92,84,24,1,28,430
Derin Erdogan, Northeastern (CAA),Senior,66,Guard,ncaaw.p.64104,Northeastern,25,895,139,345,40.3,55,162,34,43,56,76.8,13,109,122,105,110,36,5,60,376
Esmeralda Morales, Portland St. (Big Sky),Junior,65,Guard,ncaaw.p.67477,Montana St.,31,1115,166,445,37.3,87,257,33.9,93,103,90.3,14,61,75,87,68,35,0,33,512
Annabelle Schultz, Wofford (SoCon),Senior,67,Guard,ncaaw.p.65028,Wofford,30,1074,96,289,33.2,56,200,28,33,44,75,20,123,143,38,24,55,4,76,281
Sonia Citron, Notre Dame (ACC),Junior,73,Guard,ncaaw.p.68174,Notre Dame,22,769,129,280,46.1,39,110,35.5,73,80,91.3,26,85,111,58,50,37,15,50,370
Hannah Simental, Northern Colo. (Big Sky),Senior,68,Guard,ncaaw.p.64996,Colorado St.,29,1027,130,303,42.9,66,169,39.1,40,47,85.1,14,90,104,68,49,38,4,44,366
Quincy Noble, Oklahoma St. (Big 12),Senior,70,Guard,ncaaw.p.57873,Oklahoma St.,30,1073,141,349,40.4,45,140,32.1,58,68,85.3,32,81,113,68,66,41,13,52,385
Taylor Donaldson, Fordham (Atlantic 10),Senior,70,Guard,ncaaw.p.65330,Fordham,27,954,173,465,37.2,77,215,35.8,60,83,72.3,37,106,143,44,61,62,5,65,483
Delaynie Byrne, Northern Colo. (Big Sky),Senior,75,Forward,ncaaw.p.61172,Northern Colorado,29,1021,131,279,47,53,137,38.7,78,105,74.3,67,166,233,54,73,34,14,56,393
Meghan Kenefick, Central Conn. St. (NEC),Senior,72,Forward,ncaaw.p.64454,Central Conn. St.,29,1027,108,270,40,19,91,20.9,7,12,58.3,44,122,166,46,41,21,19,61,242
Evanne Turner, UC Davis (Big West),Senior,69,Guard,ncaaw.p.61358,UC Davis,29,1030,153,371,41.2,72,194,37.1,43,50,86,20,93,113,77,75,29,0,54,421
Lola Mullaney, Harvard (Ivy League),Senior,71,Guard,ncaaw.p.61027,Harvard,27,955,136,340,40,60,188,31.9,36,47,76.6,21,71,92,55,53,29,10,57,368
Madison Conner, TCU (Big 12),Junior,71,Guard,ncaaw.p.66481,TCU,25,874,154,403,38.2,94,242,38.8,83,97,85.6,16,106,122,72,66,29,7,66,485
Belle Lanpher, Central Conn. St. (NEC),Junior,65,Guard,ncaaw.p.65189,Central Conn. St.,29,1025,133,351,37.9,34,127,26.8,65,74,87.8,30,52,82,82,78,46,3,89,365
Zaria Shazer, Marist (MAAC),Senior,73,Forward,ncaaw.p.64466,Marist,28,935,150,406,36.9,5,18,27.8,91,130,70,57,178,235,70,82,38,24,75,396
Grace Heeps, Canisius (MAAC),Senior,71,Guard,ncaaw.p.61142,Canisius,29,1013,66,204,32.4,38,134,28.4,30,41,73.2,53,107,160,56,43,35,11,40,200
Taleah Washington, Wagner (NEC),Senior,67,Guard,ncaaw.p.60482,Wagner,25,873,74,242,30.6,33,122,27,49,81,60.5,8,99,107,94,105,32,6,53,230
Gabi Vidmar, Cal St. Fullerton (Big West),Senior,70,Guard,ncaaw.p.64016,CSU Fullerton,30,1050,114,285,40,65,175,37.1,39,46,84.8,24,107,131,68,53,69,9,43,332
Zakiyah Franklin, Kansas (Big 12),Senior,67,Guard,ncaaw.p.61092,Kansas,31,1067,134,318,42.1,29,93,31.2,66,84,78.6,8,65,73,67,39,30,2,44,363
Jayla Brooks, Little Rock (OVC),Senior,67,Guard,ncaaw.p.64484,AR Little Rock,30,1042,101,245,41.2,48,131,36.6,48,65,73.8,25,91,116,64,57,48,11,90,298
Azjah Reeves, McNeese (Southland),Freshman,68,Guard,ncaaw.p.113113,McNeese,31,1077,93,310,30,30,137,21.9,59,101,58.4,18,81,99,58,100,44,5,49,275
Saniah Parker, Tennessee St. (OVC),Junior,69,Guard,ncaaw.p.67561,Tennessee St.,18,623,63,176,35.8,11,37,29.7,41,58,70.7,22,76,98,44,33,45,14,47,178
Kyla Jones, Brown (Ivy League),Senior,69,Guard,ncaaw.p.64609,Northwestern,26,903,172,376,45.7,17,60,28.3,83,118,70.3,36,87,123,74,110,42,10,52,444
Shaunae Brown, CSU Bakersfield (Big West),Junior,65,Guard,ncaaw.p.61164,Arkansas St.,29,1003,154,403,38.2,88,243,36.2,27,36,75,15,42,57,52,44,29,3,32,423
Jessica Tomasetti, Mount St. Mary's (MAAC),Senior,65,Guard,ncaaw.p.64649,University at Albany,29,1003,150,388,38.7,38,119,31.9,53,68,77.9,32,87,119,56,59,39,4,41,391
Jayme DeCesare, Merrimack (NEC),Senior,65,Guard,ncaaw.p.61836,Merrimack,29,997,99,296,33.4,42,146,28.8,76,96,79.2,27,90,117,81,56,19,2,47,316
Lauryn Pendleton, Arkansas St. (Sun Belt),Junior,69,Guard,ncaaw.p.66642,Alabama A&M,29,1002,123,321,38.3,33,108,30.6,69,95,72.6,15,103,118,71,55,46,3,55,348
Daylani Ballena, Southern Utah (WAC),Senior,68,Guard,ncaaw.p.64316,Southern Utah,29,1002,168,428,39.3,37,122,30.3,82,124,66.1,17,80,97,106,103,25,3,61,455
Patricia Anumgba, Towson (CAA),Junior,65,Guard,ncaaw.p.65262,Towson,28,975,138,345,40,49,139,35.3,81,106,76.4,13,76,89,62,62,41,4,58,406
Morgan Callahan, N.C. Central (MEAC),Junior,73,Forward,ncaaw.p.65366,N.C. Central,24,867,132,300,44,1,15,6.7,77,138,55.8,73,148,221,45,86,42,20,61,342
Mallory Heyer, Minnesota (Big Ten),Sophomore,73,Forward,ncaaw.p.70842,Minnesota,31,1048,103,275,37.5,57,170,33.5,22,50,44,72,191,263,33,37,16,3,36,285
Makayla Daniels, Arkansas (SEC),Senior,68,Guard,ncaaw.p.61126,Arkansas,32,1090,124,307,40.4,56,160,35,78,117,66.7,40,100,140,84,55,53,8,82,382
Savannah Tucker, Long Beach St. (Big West),Junior,69,Guard,ncaaw.p.64067,Long Beach St.,30,1014,119,308,38.6,46,144,31.9,87,108,80.6,21,83,104,36,53,29,8,43,371
Jaylia Reed, Mississippi Val. (SWAC),Junior,66,Guard,ncaaw.p.113315,Miss. Valley St.,31,1047,103,344,29.9,56,205,27.3,36,56,64.3,28,68,96,67,82,51,3,68,298
Lauren Schwartz, Washington (Pac-12),Senior,71,Forward,ncaaw.p.61433,Washington,30,1014,136,304,44.7,47,129,36.4,43,55,78.2,26,61,87,65,44,32,18,44,362
Maleia Bracone, N.C. A&T (CAA),Junior,70,Guard,ncaaw.p.64051,N.C. A&T,29,961,109,309,35.3,44,167,26.3,66,79,83.5,23,113,136,87,75,63,11,71,328
Sara Scalia, Indiana (Big Ten),Senior,70,Guard,ncaaw.p.60807,Indiana,29,945,149,344,43.3,95,220,43.2,76,85,89.4,10,99,109,73,30,27,2,37,469
Sarah Te-Biasu, VCU (Atlantic 10),Senior,65,Guard,ncaaw.p.64521,Maryland,31,979,166,410,40.5,79,210,37.6,80,93,86,12,85,97,91,68,62,0,49,491
Brynna Maxwell, Gonzaga (WCC),Senior,72,Guard,ncaaw.p.60896,Gonzaga,31,804,143,302,47.4,86,190,45.3,73,83,88,19,72,91,30,31,26,9,52,445
Heaven Hamling, North Dakota St. (Summit League),Senior,68,Guard,ncaaw.p.57451,N. Dak. St.,30,922,157,365,43,65,166,39.2,75,91,82.4,28,114,142,81,64,52,2,66,454
Abbey Ellis, Purdue (Big Ten),Senior,65,Guard,ncaaw.p.61067,Purdue,31,967,157,378,41.5,45,139,32.4,89,104,85.6,34,85,119,65,59,40,3,60,448
Amiah Simmons, Alabama A&M (SWAC),Junior,69,Guard,ncaaw.p.68068,San Jose St.,30,999,159,414,38.4,46,134,34.3,90,110,81.8,23,89,112,66,95,48,2,43,454
Morgan Maly, Creighton (Big East),Senior,73,Guard,ncaaw.p.64710,Creighton,29,885,160,363,44.1,64,184,34.8,54,60,90,28,165,193,68,45,23,21,59,438
Caroline Strande, Butler (Big East),Senior,71,Guard,ncaaw.p.64237,Butler,30,968,161,357,45.1,43,94,45.7,86,106,81.1,45,171,216,80,72,36,4,44,451
Aaliyah Nye, Alabama (SEC),Junior,71,Guard,ncaaw.p.64408,Alabama,32,988,155,370,41.9,104,244,42.6,34,48,70.8,17,77,94,39,44,59,15,50,448
Maaliya Owens, Tennessee Tech (OVC),Senior,69,Guard,ncaaw.p.60788,Tennessee Tech,31,1006,156,383,40.7,94,238,39.5,72,79,91.1,12,96,108,78,57,39,13,66,478
Halli Poock, Bradley (MVC),Freshman,64,Guard,ncaaw.p.112767,Murray St.,31,867,163,401,40.6,69,182,37.9,65,83,78.3,17,60,77,90,84,28,3,64,460
Makayia Hallmon, Troy (Sun Belt),Senior,63,Guard,ncaaw.p.61537,Troy,27,788,149,405,36.8,34,127,26.8,72,90,80,15,62,77,47,50,25,1,73,404
Tova Sabel, UC Davis (Big West),Junior,71,Guard,ncaaw.p.65038,UC Davis,30,923,157,386,40.7,66,198,33.3,40,60,66.7,21,117,138,55,65,29,18,59,420
Kyren Whittington, Tulane (AAC),Junior,69,Guard,ncaaw.p.64192,Tulane,25,746,153,302,50.7,35,95,36.8,81,104,77.9,35,50,85,57,65,64,5,60,422
Taryn Barbot, Col. of Charleston (CAA),Freshman,70,Guard,ncaaw.p.112555,Charleston,29,926,150,411,36.5,59,173,34.1,72,94,76.6,60,117,177,53,79,61,4,72,431
Kara Dunn, Georgia Tech (ACC),Sophomore,71,Guard,ncaaw.p.70717,Georgia Tech,29,912,160,355,45.1,38,125,30.4,94,121,77.7,59,77,136,42,63,25,13,67,452
Diamond Johnson, Norfolk St. (MEAC),Senior,65,Guard,ncaaw.p.51799,Norfolk St.,19,628,145,324,44.8,55,136,40.4,40,46,87,26,71,97,55,36,75,1,23,385
Aislynn Hayes, Marshall (Sun Belt),Junior,66,Guard,ncaaw.p.61236,Marshall,29,676,145,340,42.6,59,148,39.9,70,136,51.5,50,86,136,42,48,41,1,67,419
Jayde Gamble, UNC Greensboro (SoCon),Junior,66,Guard,ncaaw.p.67257,N.C. Greensboro,31,980,166,374,44.4,41,115,35.7,74,96,77.1,16,103,119,78,61,68,11,53,447
Natalie Pasco, Boise St. (Mountain West),Sophomore,70,Forward,ncaaw.p.71705,Boise St.,31,932,148,369,40.1,75,189,39.7,43,53,81.1,14,54,68,32,54,22,3,43,414
Kendall Bostic, Illinois (Big Ten),Senior,74,Forward,ncaaw.p.64110,Illinois,29,941,153,250,61.2,6,17,35.3,45,53,84.9,58,240,298,46,41,34,21,69,357
Marissa Gasaway, Winthrop (Big South),Junior,71,Forward,ncaaw.p.113420,Winthrop,30,870,101,236,42.8,0,2,0,81,111,73,138,180,318,28,95,39,14,84,283
Blessing King, Morehead St. (OVC),Sophomore,70,Forward,ncaaw.p.112994,Marshall,30,825,75,128,58.6,0,2,0,25,65,38.5,145,173,318,29,37,38,21,81,175
Ruthie Udoumoh, Oral Roberts (Summit League),Senior,73,Forward,ncaaw.p.65085,Oral Roberts,29,857,129,268,48.1,0,5,0,87,133,65.4,96,178,274,40,56,56,17,88,345
Alisha Wilson, Alabama A&M (SWAC),Junior,74,Forward,ncaaw.p.113231,Alabama A&M,30,793,114,219,52.1,1,3,33.3,39,78,50,120,181,301,26,63,40,24,91,268
Ellie Mitchell, Princeton (Ivy League),Senior,73,Forward,ncaaw.p.61550,Princeton,27,797,59,119,49.6,0,0,,23,45,51.1,107,162,269,57,36,41,20,79,141
Daniela Abies, Wichita St. (AAC),Sophomore,72,Forward,ncaaw.p.71486,Miami (FL),30,890,152,308,49.4,3,7,42.9,88,129,68.2,121,168,289,44,83,40,11,79,395
Simone Foreman, Holy Cross (Patriot),Sophomore,69,Guard,ncaaw.p.70710,Holy Cross,29,770,68,199,34.2,11,45,24.4,24,37,64.9,39,208,247,32,34,25,2,33,171
Arianna Smith, Dayton (Atlantic 10),Sophomore,74,Forward,ncaaw.p.66803,Dayton,27,728,105,193,54.4,1,15,6.7,38,50,76,122,163,285,33,79,18,3,62,249
Brooke Stonebraker, NIU (MAC),Senior,75,Forward,ncaaw.p.65137,Northern Illinois,30,872,141,294,48,2,10,20,59,86,68.6,82,192,274,20,58,20,17,82,343
Makaila Cange, Coastal Carolina (Sun Belt),Senior,71,Forward,ncaaw.p.113050,Coastal Car.,33,984,158,288,54.9,35,90,38.9,90,125,72,86,182,268,42,61,30,20,94,441
Evelien Lutje Schipholt, South Fla. (AAC),Senior,74,Forward,ncaaw.p.61518,South Florida,31,773,92,198,46.5,0,2,0,71,98,72.4,109,141,250,20,33,25,25,100,255
Mykel Parham, VCU (Atlantic 10),Senior,73,Forward,ncaaw.p.60347,VCU,31,840,51,152,33.6,0,1,0,61,96,63.5,95,165,260,27,43,34,24,52,163
Janeta Rozentale, Fla. Atlantic (AAC),Senior,72,Forward,ncaaw.p.56650,Florida Atlantic,30,968,109,246,44.3,16,54,29.6,50,90,55.6,68,199,267,52,81,24,21,77,284
Aijha Blackwell, Baylor (Big 12),Senior,72,Guard,ncaaw.p.61025,Baylor,29,638,93,219,42.5,14,50,28,52,90,57.8,89,154,243,47,51,33,7,67,252
Madison Hayes, NC State (ACC),Senior,72,Guard,ncaaw.p.64246,N.C. State,32,996,122,279,43.7,50,119,42,65,94,69.1,76,150,226,40,47,23,15,41,359
Kennedi Myles, Eastern Mich. (MAC),Senior,74,Forward,ncaaw.p.60681,East. Michigan,29,808,94,251,37.5,0,5,0,57,90,63.3,91,169,260,51,103,51,6,79,245
Eliza Hollingsworth, Gonzaga (WCC),Senior,74,Forward,ncaaw.p.61045,Gonzaga,31,822,113,259,43.6,33,92,35.9,50,58,86.2,73,147,220,65,41,28,21,46,309
Alyssa Brown, UNLV (Mountain West),Junior,73,Forward,ncaaw.p.67153,UNLV,27,636,55,134,41,15,57,26.3,30,46,65.2,64,160,224,57,43,18,20,75,155
Quay Miller, Colorado (Pac-12),Senior,75,Center,ncaaw.p.61086,Colorado,31,829,101,252,40.1,29,88,33,49,65,75.4,53,179,232,42,72,27,5,57,280
Jada Session, Furman (SoCon),Junior,73,Forward,ncaaw.p.67327,Furman,31,960,142,336,42.3,1,5,20,91,130,70,87,165,252,38,98,38,1,86,376
Sydney Affolter, Iowa (Big Ten),Junior,71,Guard,ncaaw.p.66809,Iowa,32,722,80,141,56.7,18,44,40.9,64,78,82.1,68,138,206,74,28,36,15,52,242
Kasey Neubert, San Diego (WCC),Senior,73,Forward,ncaaw.p.61360,San Diego,26,835,93,208,44.7,8,18,44.4,68,95,71.6,91,159,250,43,41,35,5,51,262
Teneisia Brown, FDU (NEC),Senior,74,Forward,ncaaw.p.65281,FDU,29,785,143,302,47.4,0,0,,63,102,61.8,89,140,229,28,71,29,20,87,349
Uju Ezeudu, FGCU (ASUN),Senior,72,Forward,ncaaw.p.61557,Fla Gulf Coast,30,778,141,305,46.2,39,138,28.3,82,102,80.4,69,155,224,36,49,47,17,77,403
Madison Adamson, Charleston So. (Big South),Junior,72,Forward,ncaaw.p.66698,Charleston Sou.,30,1003,84,211,39.8,13,47,27.7,41,62,66.1,69,179,248,64,70,32,15,75,222
Graceann Bennett, Georgetown (Big East),Senior,75,Forward,ncaaw.p.61392,Georgetown,31,800,125,242,51.7,6,17,35.3,41,60,68.3,68,154,222,47,73,21,22,88,297
Alancia Ramsey, Coastal Carolina (Sun Belt),Freshman,72,Forward,ncaaw.p.113049,Coastal Car.,33,811,104,236,44.1,0,0,,102,153,66.7,119,128,247,25,63,23,13,76,310
Timea Gardiner, Oregon St. (Pac-12),Sophomore,75,Forward,ncaaw.p.71016,UCLA,31,810,121,277,43.7,60,148,40.5,44,49,89.8,24,183,207,40,46,6,11,40,346
Irene Murua, Detroit Mercy (Horizon),Senior,73,Forward,ncaaw.p.64156,Detroit,33,1037,143,279,51.3,2,8,25,80,109,73.4,86,158,244,50,70,26,16,66,368
Mayowa Taiwo, George Washington (Atlantic 10),Senior,72,Forward,ncaaw.p.56746,Geo. Wash.,31,898,69,159,43.4,0,1,0,27,52,51.9,98,145,243,55,49,50,6,66,165
Nakia Cheatham, Alcorn (SWAC),Senior,72,Forward,ncaaw.p.71223,Alcorn St.,29,902,105,268,39.2,21,73,28.8,50,79,63.3,72,146,218,26,75,39,15,72,281
Isabella Hunt, Mount St. Mary's (MAAC),Senior,71,Forward,ncaaw.p.64635,E. Tennessee St.,29,906,101,219,46.1,1,10,10,53,70,75.7,56,170,226,72,73,46,7,86,256
Grace Boffeli, UNI (MVC),Junior,73,Forward,ncaaw.p.64701,Northern Iowa,23,576,136,284,47.9,8,28,28.6,71,110,64.5,54,150,204,38,53,11,10,63,351
Nila Blackford, Xavier (Big East),Senior,74,Forward,ncaaw.p.61103,Xavier,23,662,87,185,47,1,4,25,31,54,57.4,65,122,187,26,75,21,20,48,206
Erin Wilson, UTEP (CUSA),Senior,70,Guard,ncaaw.p.57597,UTEP,28,864,119,244,48.8,3,23,13,95,123,77.2,87,139,226,28,43,42,2,54,336
Taylor Langan, Rider (MAAC),Senior,70,Guard,ncaaw.p.100955,Rider,27,887,142,331,42.9,14,45,31.1,76,115,66.1,47,174,221,50,86,31,16,71,374
Fatmata Janneh, Saint Peter's (MAAC),Freshman,73,Forward,ncaaw.p.112927,St. Peter's,28,802,113,312,36.2,25,87,28.7,54,84,64.3,47,175,222,28,125,44,15,100,305
Saniyah Craig, Jacksonville (ASUN),Freshman,73,Forward,ncaaw.p.113151,Jacksonville,27,737,91,199,45.7,3,25,12,87,132,65.9,76,137,213,19,87,22,10,79,272
Kayanna Spriggs, CSUN (Big West),Junior,74,Forward,ncaaw.p.67782,UC San Diego,30,844,102,250,40.8,1,2,50,79,144,54.9,87,145,232,37,81,40,22,89,284
Jane Nwaba, Pepperdine (WCC),Senior,70,Forward,ncaaw.p.65017,Vanderbilt,30,934,131,314,41.7,12,54,22.2,47,84,56,79,149,228,84,122,39,19,74,321
Janiah Barker, Texas A&M (SEC),Sophomore,76,Forward,ncaaw.p.71632,UCLA,29,767,144,298,48.3,21,63,33.3,45,72,62.5,73,149,222,40,78,37,19,74,354
Catie Cunningham, Marist (MAAC),Junior,71,Guard,ncaaw.p.67439,Marist,29,840,61,160,38.1,7,29,24.1,45,64,70.3,78,143,221,40,41,34,9,63,174
Maggie Hartwig, Evansville (MVC),Freshman,73,Forward,ncaaw.p.112762,Evansville,30,871,121,319,37.9,28,104,26.9,71,91,78,56,171,227,28,84,17,20,88,341
N'Denasija Collins, Houston Christian (Southland),Senior,72,Forward,ncaaw.p.60856,Houston Christian,28,929,140,323,43.3,16,50,32,85,109,78,36,173,209,61,99,36,9,60,381
Emma Broermann, North Florida (ASUN),Senior,75,Forward,ncaaw.p.60680,North Florida,30,793,108,196,55.1,5,17,29.4,35,63,55.6,88,135,223,20,53,18,14,107,256
Alexis Mark, LMU (CA) (WCC),Senior,72,Forward,ncaaw.p.64525,Portland,30,854,124,265,46.8,24,60,40,85,121,70.2,82,141,223,53,84,39,5,66,357
McKenzie Stewart, Delaware St. (MEAC),Freshman,72,Forward,ncaaw.p.113258,Delaware St.,26,675,26,70,37.1,0,1,0,10,20,50,72,121,193,19,38,46,14,59,62
Bridget Dunn, Kent St. (MAC),Junior,75,Forward,ncaaw.p.66773,Kent St.,28,803,65,172,37.8,45,136,33.1,8,12,66.7,25,162,187,28,16,16,9,36,183
Taniya Hanner, Radford (Big South),Senior,73,Forward,ncaaw.p.60312,Radford,31,887,123,273,45.1,7,26,26.9,49,69,71,97,130,227,20,62,31,25,78,302
Ava Uhrich, Southern Utah (WAC),Freshman,72,Forward,ncaaw.p.115529,Southern Utah,29,877,151,323,46.7,29,84,34.5,52,76,68.4,65,149,214,47,55,22,19,76,383
Nyla McGill, Yale (Ivy League),Junior,68,Guard,ncaaw.p.67510,Yale,26,732,83,193,43,1,6,16.7,53,82,64.6,72,117,189,50,55,48,8,78,220
Brooke Anya, Hofstra (CAA),Senior,72,Forward,ncaaw.p.64080,Chattanooga,29,749,77,191,40.3,0,1,0,74,124,59.7,107,96,203,35,71,41,21,80,228
Destiny Terrell, UIW (Southland),Senior,69,Guard,ncaaw.p.64843,Texas St.,29,759,84,201,41.8,2,10,20,80,113,70.8,58,152,210,35,81,32,14,75,250
Kya Smith, Army West Point (Patriot),Freshman,73,Forward,ncaaw.p.113032,Army,27,737,84,187,44.9,1,7,14.3,84,111,75.7,78,122,200,16,56,26,13,63,253
Wynter Rogers, Arkansas St. (Sun Belt),Junior,71,Guard,ncaaw.p.67359,Arkansas St.,29,772,67,160,41.9,20,62,32.3,26,47,55.3,61,148,209,43,50,23,12,52,180
Chyna Cornwell, Rutgers (Big Ten),Senior,75,Forward,ncaaw.p.64396,Rutgers,32,743,90,169,53.3,0,0,,55,93,59.1,80,150,230,17,66,19,18,65,235
Darianna Littlepage-Buggs, Baylor (Big 12),Sophomore,73,Forward,ncaaw.p.70987,Baylor,30,828,133,255,52.2,0,6,0,49,64,76.6,75,141,216,44,61,20,9,53,315
Anna Blount, UMBC (America East),Senior,73,Forward,ncaaw.p.61169,UMBC,29,837,143,343,41.7,24,75,32,74,109,67.9,47,160,207,37,95,37,14,99,384
Stefanie Kulesza, Massachusetts (Atlantic 10),Junior,71,Guard,ncaaw.p.66525,UMass,32,1002,145,309,46.9,28,83,33.7,40,54,74.1,65,163,228,47,71,61,12,103,358
Anijah Grant, Grambling (SWAC),Senior,74,Forward,ncaaw.p.60728,Grambling St.,29,661,108,215,50.2,0,2,0,40,63,63.5,93,115,208,16,53,31,24,82,256
Olivia Summiel, Virginia Tech (ACC),Senior,74,Forward,ncaaw.p.60521,Virginia Tech,31,662,41,89,46.1,18,53,34,14,17,82.4,61,155,216,31,37,7,17,68,114
Jade Blagrove, Manhattan (MAAC),Senior,74,Forward,ncaaw.p.64088,St. John's,29,860,82,203,40.4,13,47,27.7,65,84,77.4,56,152,208,68,73,22,20,90,242
Kennedy Taylor, Missouri St. (MVC),Junior,75,Forward,ncaaw.p.66701,Kansas St.,29,592,121,236,51.3,0,0,,66,103,64.1,79,119,198,41,50,16,27,82,308
Paige Allen, A&M-Corpus Christi (Southland),Senior,68,Guard,ncaaw.p.64888,Texas A&M-Corpus Christi,29,843,103,248,41.5,12,45,26.7,62,95,65.3,62,137,199,52,51,55,8,71,280
Frannie Hottinger, Marquette (Big East),Senior,73,Forward,ncaaw.p.60990,Marquette,29,750,91,195,46.7,4,17,23.5,30,41,73.2,67,145,212,50,56,20,11,63,216
